,Filename,Flowrate,SaPerm,MgPerm,MajorAnisotropy,MinAnisotropy,MagnesitePercentageInitial,SandPercentageInitial,MagnesitePercentageInitial.1,SandPercentageInitial.1,Porosity,OveralRate(mol/L/s),OveralRate(mol/s),AveragePorosity,pH,poriosity_change,kratio
1796,70%30%/100&1@9,5,1.00E-13,1.00E-13,100,1,0.3,0.7,0.2743,0.7257,0.35,-3.31E-08,-4.63E-09,35.001524,8,0.001524,1.00E+00
1471,50%50%/100&100@4,5,1.00E-13,1.00E-13,100,100,0.5,0.5,0.6556,0.3444,0.35,-3.19E-08,-4.47E-09,35.0015597,8,0.0015597,1.00E+00
1234,8020/100&100@9,5,1.00E-13,1.00E-12,100,100,0.2,0.8,0.039675,0.960325,0.35,-1.31E-08,-1.83E-09,35.0005996,8,0.0005996,1.00E+01
3439,91/50&10@4,5,1.00E-12,1.00E-13,50,10,0.1,0.9,0.119125,0.880875,0.35,-1.57E-08,-2.20E-09,35.0008128,6,0.0008128,1.00E-01
1401,9010/50&10@1,5,1.00E-13,1.00E-12,50,10,0.1,0.9,0.09445,0.90555,0.35,-3.20E-08,-4.48E-09,35.0014961,8,0.0014961,1.00E+01
1621,60%40%/100&100@4,5,1.00E-13,1.00E-13,100,100,0.4,0.6,0.40705,0.59295,0.35,-3.35E-08,-4.69E-09,35.0015269,8,0.0015269,1.00E+00
2143,90%10%/20&20@6,5,1.00E-13,1.00E-13,20,20,0.1,0.9,0.09625,0.90375,0.35,-3.17E-08,-4.44E-09,35.0012998,8,0.0012998,1.00E+00
918,6040/10&1@3,5,1.00E-13,1.00E-12,10,1,0.4,0.6,0.404625,0.595375,0.35,-3.17E-08,-4.44E-09,35.0015776,8,0.0015776,1.00E+01
3069,55/50&1@4,5,1.00E-12,1.00E-13,50,1,0.5,0.5,0.521475,0.478525,0.35,-3.19E-08,-4.47E-09,35.0017346,6,0.0017346,1.00E-01
1064,7030/10&10@9,5,1.00E-13,1.00E-12,10,10,0.3,0.7,0.27995,0.72005,0.35,-3.16E-08,-4.42E-09,35.0015703,8,0.0015703,1.00E+01
2420,73/10&10@4,5,1.00E-12,1.00E-13,10,10,0.3,0.7,0.330825,0.669175,0.35,-4.10E-08,-5.74E-09,35.0021925,4,0.0021925,1.00E-01
300,7030/1&1@1,5,1.00E-12,1.00E-13,1,1,0.3,0.7,0.296625,0.703375,0.35,-3.33E-08,-4.66E-09,35.0015744,8,0.0015744,1.00E-01
2836,91same/20&20@1,5,1.00E-13,1.00E-13,20,20,0.1,0.9,0.0966,0.9034,0.35,-4.18E-08,-5.85E-09,35.0018533,4,0.0018533,1.00E+00
553,8020/20&20@3,5,1.00E-12,1.00E-13,20,20,0.2,0.8,0.2469,0.7531,0.35,-3.00E-08,-4.20E-09,35.0014577,8,0.0014577,1.00E-01
467,8020/10&10@7,5,1.00E-12,1.00E-13,10,10,0.2,0.8,0.206125,0.793875,0.35,-3.22E-08,-4.51E-09,35.0015432,8,0.0015432,1.00E-01
344,7030/100&10@4,5,1.00E-12,1.00E-13,100,10,0.3,0.7,0.337875,0.662125,0.35,-2.76E-08,-3.86E-09,35.0013208,8,0.0013208,1.00E-01
2402,55/50&20@1,5,1.00E-12,1.00E-13,50,20,0.5,0.5,0.552075,0.447925,0.35,-3.88E-08,-5.43E-09,35.0020689,4,0.0020689,1.00E-01
1610,60%40%/10&1@3,5,1.00E-13,1.00E-13,10,1,0.4,0.6,0.404625,0.595375,0.35,-3.20E-08,-4.48E-09,35.001574,8,0.001574,1.00E+00
2408,55/50&50@2,5,1.00E-12,1.00E-13,50,50,0.5,0.5,0.5923,0.4077,0.35,-4.11E-08,-5.75E-09,35.0022134,4,0.0022134,1.00E-01
3275,73same/20&10@5,5,1.00E-13,1.00E-13,20,10,0.3,0.7,0.283525,0.716475,0.35,-3.45E-08,-4.83E-09,35.0017257,6,0.0017257,1.00E+00
1417,9010/50&20@1,5,1.00E-13,1.00E-12,50,20,0.1,0.9,0.089975,0.910025,0.35,-3.07E-08,-4.30E-09,35.0014471,8,0.0014471,1.00E+01
2505,73mg/100&100@5,5,1.00E-13,1.00E-12,100,100,0.3,0.7,0.232475,0.767525,0.35,-4.11E-08,-5.75E-09,35.0021096,4,0.0021096,1.00E+01
1774,70%30%/100&100@7,5,1.00E-13,1.00E-13,100,100,0.3,0.7,0.30325,0.69675,0.35,-2.86E-08,-4.00E-09,35.0013293,8,0.0013293,1.00E+00
1448,50%50%/10&10@10,5,1.00E-13,1.00E-13,10,10,0.5,0.5,0.481175,0.518825,0.35,-3.57E-08,-5.00E-09,35.001574,8,0.001574,1.00E+00
166,6040/10&10@6,5,1.00E-12,1.00E-13,10,10,0.4,0.6,0.39295,0.60705,0.35,-3.16E-08,-4.42E-09,35.0015688,8,0.0015688,1.00E-01
1338,8020/50&50@3,5,1.00E-13,1.00E-12,50,50,0.2,0.8,0.199,0.801,0.35,-3.18E-08,-4.45E-09,35.0015401,8,0.0015401,1.00E+01
2290,5050same/100&1@4,5,1.00E-13,1.00E-13,100,1,0.5,0.5,0.541175,0.458825,0.35,-4.14E-08,-5.80E-09,35.0020067,4,0.0020067,1.00E+00
2162,90%10%/50&1@5,5,1.00E-13,1.00E-13,50,1,0.1,0.9,0.0969,0.9031,0.35,-3.22E-08,-4.51E-09,35.0013662,8,0.0013662,1.00E+00
1726,60%40%/50&20@9,5,1.00E-13,1.00E-13,50,20,0.4,0.6,0.391525,0.608475,0.35,-3.44E-08,-4.82E-09,35.0015306,8,0.0015306,1.00E+00
3010,55/1&1@5,5,1.00E-12,1.00E-13,1,1,0.5,0.5,0.498425,0.501575,0.35,-3.19E-08,-4.47E-09,35.0017474,6,0.0017474,1.00E-01
439,7030/50&20@9,5,1.00E-12,1.00E-13,50,20,0.3,0.7,0.2816,0.7184,0.35,-3.05E-08,-4.27E-09,35.0014346,8,0.0014346,1.00E-01
1531,50%50%/20&1@4,5,1.00E-13,1.00E-13,20,1,0.5,0.5,0.52395,0.47605,0.35,-3.35E-08,-4.69E-09,35.0015735,8,0.0015735,1.00E+00
21,50%50%/10&1@10,5,1.00E-12,1.00E-13,10,1,0.5,0.5,0.50135,0.49865,0.35,-3.16E-08,-4.42E-09,35.0015743,8,0.0015743,1.00E-01
2862,5050mg/10&10@2,5,1.00E-13,1.00E-12,10,10,0.5,0.5,0.50195,0.49805,0.35,-3.19E-08,-4.46E-09,35.0017454,6,0.0017454,1.00E+01
1732,60%40%/50&50@5,5,1.00E-13,1.00E-13,50,50,0.4,0.6,0.415225,0.584775,0.35,-3.56E-08,-4.98E-09,35.0015451,8,0.0015451,1.00E+00
1079,7030/100&100@4,5,1.00E-13,1.00E-12,100,100,0.3,0.7,0.355775,0.644225,0.35,-3.16E-08,-4.42E-09,35.0015355,8,0.0015355,1.00E+01
2899,5050mg/20&10@4,5,1.00E-13,1.00E-12,20,10,0.5,0.5,0.562075,0.437925,0.35,-3.19E-08,-4.47E-09,35.0017437,6,0.0017437,1.00E+01
1979,80%20%/20&1@2,5,1.00E-13,1.00E-13,20,1,0.2,0.8,0.202825,0.797175,0.35,-3.59E-08,-5.03E-09,35.0015537,8,0.0015537,1.00E+00
1227,8020/100&100@2,5,1.00E-13,1.00E-12,100,100,0.2,0.8,0.20965,0.79035,0.35,-3.21E-08,-4.49E-09,35.0014917,8,0.0014917,1.00E+01
1974,80%20%/20&10@7,5,1.00E-13,1.00E-13,20,10,0.2,0.8,0.190475,0.809525,0.35,-3.18E-08,-4.45E-09,35.0015404,8,0.0015404,1.00E+00
1776,70%30%/100&100@9,5,1.00E-13,1.00E-13,100,100,0.3,0.7,0.25635,0.74365,0.35,-3.02E-08,-4.23E-09,35.0012979,8,0.0012979,1.00E+00
1213,8020/10&10@8,5,1.00E-13,1.00E-12,10,10,0.2,0.8,0.176625,0.823375,0.35,-3.20E-08,-4.48E-09,35.0015586,8,0.0015586,1.00E+01
2623,73same/50&1@3,5,1.00E-13,1.00E-13,50,1,0.3,0.7,0.30005,0.69995,0.35,-4.17E-08,-5.84E-09,35.0021865,4,0.0021865,1.00E+00
2753,91/20&10@3,5,1.00E-12,1.00E-13,20,10,0.1,0.9,0.11515,0.88485,0.35,-3.26E-08,-4.56E-09,35.0014767,4,0.0014767,1.00E-01
487,8020/100&100@7,5,1.00E-12,1.00E-13,100,100,0.2,0.8,0.047925,0.952075,0.35,-9.14E-09,-1.28E-09,35.0004144,8,0.0004144,1.00E-01
229,6040/100&50@9,5,1.00E-12,1.00E-13,100,50,0.4,0.6,0.307925,0.692075,0.35,-2.26E-08,-3.16E-09,35.0010768,8,0.0010768,1.00E-01
1758,70%30%/10&1@10,5,1.00E-13,1.00E-13,10,1,0.3,0.7,0.298125,0.701875,0.35,-3.54E-08,-4.96E-09,35.0015699,8,0.0015699,1.00E+00
2726,91/100&100@1,5,1.00E-12,1.00E-13,100,100,0.1,0.9,0.08935,0.91065,0.35,-1.62E-08,-2.27E-09,35.0007335,4,0.0007335,1.00E-01
2544,73mg/50&10@4,5,1.00E-13,1.00E-12,50,10,0.3,0.7,0.368025,0.631975,0.35,-4.09E-08,-5.73E-09,35.0021949,4,0.0021949,1.00E+01
2265,5050same/1&1@4,5,1.00E-13,1.00E-13,1,1,0.5,0.5,0.49935,0.50065,0.35,-4.15E-08,-5.81E-09,35.0020174,4,0.0020174,1.00E+00
286,6040/50&20@6,5,1.00E-12,1.00E-13,50,20,0.4,0.6,0.4152,0.5848,0.35,-3.12E-08,-4.37E-09,35.0015035,8,0.0015035,1.00E-01
1938,80%20%/100&1@10,5,1.00E-13,1.00E-13,100,1,0.2,0.8,0.158775,0.841225,0.35,-3.06E-08,-4.28E-09,35.0014433,8,0.0014433,1.00E+00
1748,70%30%/10&10@10,5,1.00E-13,1.00E-13,10,10,0.3,0.7,0.319675,0.680325,0.35,-3.48E-08,-4.87E-09,35.0015696,8,0.0015696,1.00E+00
3249,73same/100&100@4,5,1.00E-13,1.00E-13,100,100,0.3,0.7,0.355775,0.644225,0.35,-3.21E-08,-4.49E-09,35.0016976,6,0.0016976,1.00E+00
810,5050/100&20@3,5,1.00E-13,1.00E-12,100,20,0.5,0.5,0.5252,0.4748,0.35,-3.16E-08,-4.42E-09,35.0015651,8,0.0015651,1.00E+01
2619,73same/50&10@4,5,1.00E-13,1.00E-13,50,10,0.3,0.7,0.368025,0.631975,0.35,-4.21E-08,-5.89E-09,35.0021649,4,0.0021649,1.00E+00
431,7030/50&20@10,5,1.00E-12,1.00E-13,50,20,0.3,0.7,0.35595,0.64405,0.35,-3.02E-08,-4.23E-09,35.0014304,8,0.0014304,1.00E-01
3382,91/1&1@2,5,1.00E-12,1.00E-13,1,1,0.1,0.9,0.099125,0.900875,0.35,-3.27E-08,-4.57E-09,35.0017242,6,0.0017242,1.00E-01
3355,90%10% mg/20&1@5,5,1.00E-13,1.00E-12,20,1,0.1,0.9,0.0963,0.9037,0.35,-3.27E-08,-4.58E-09,35.0017274,6,0.0017274,1.00E+01
3448,91/50&20@3,5,1.00E-12,1.00E-13,50,20,0.1,0.9,0.112725,0.887275,0.35,-2.06E-08,-2.89E-09,35.0010578,6,0.0010578,1.00E-01
1368,9010/100&20@2,5,1.00E-13,1.00E-12,100,20,0.1,0.9,0.091625,0.908375,0.35,-2.60E-08,-3.64E-09,35.0012096,8,0.0012096,1.00E+01
620,9010/10&1@1,5,1.00E-12,1.00E-13,10,1,0.1,0.9,0.100225,0.899775,0.35,-3.00E-08,-4.20E-09,35.001415,8,0.001415,1.00E-01
3322,90%10% mg/100&100@2,5,1.00E-13,1.00E-12,100,100,0.1,0.9,0.16095,0.83905,0.35,-2.60E-08,-3.64E-09,35.0013586,6,0.0013586,1.00E+01
1520,50%50%/20&10@3,5,1.00E-13,1.00E-13,20,10,0.5,0.5,0.523275,0.476725,0.35,-3.38E-08,-4.73E-09,35.0015681,8,0.0015681,1.00E+00
2699,90%10% mg/50&1@4,5,1.00E-13,1.00E-12,50,1,0.1,0.9,0.10065,0.89935,0.35,-4.10E-08,-5.74E-09,35.0019649,4,0.0019649,1.00E+01
936,6040/100&10@10,5,1.00E-13,1.00E-12,100,10,0.4,0.6,0.411725,0.588275,0.35,-3.17E-08,-4.44E-09,35.001563,8,0.001563,1.00E+01
1205,8020/10&10@1,5,1.00E-13,1.00E-12,10,10,0.2,0.8,0.201675,0.798325,0.35,-3.18E-08,-4.45E-09,35.0015598,8,0.0015598,1.00E+01
1202,8020/1&1@7,5,1.00E-13,1.00E-12,1,1,0.2,0.8,0.199,0.801,0.35,-3.36E-08,-4.70E-09,35.0015764,8,0.0015764,1.00E+01
2462,73/20&20@1,5,1.00E-12,1.00E-13,20,20,0.3,0.7,0.343075,0.656925,0.35,-4.09E-08,-5.73E-09,35.0021667,4,0.0021667,1.00E-01
1564,50%50%/50&1@7,5,1.00E-13,1.00E-13,50,1,0.5,0.5,0.48055,0.51945,0.35,-3.16E-08,-4.42E-09,35.0015693,8,0.0015693,1.00E+00
2506,73mg/100&10@1,5,1.00E-13,1.00E-12,100,10,0.3,0.7,0.2899,0.7101,0.35,-4.08E-08,-5.71E-09,35.0021667,4,0.0021667,1.00E+01
130,50%50%/50&20@1,5,1.00E-12,1.00E-13,50,20,0.5,0.5,0.552075,0.447925,0.35,-2.98E-08,-4.17E-09,35.0014644,8,0.0014644,1.00E-01
2164,90%10%/50&1@7,5,1.00E-13,1.00E-13,50,1,0.1,0.9,0.09965,0.90035,0.35,-3.21E-08,-4.49E-09,35.0013642,8,0.0013642,1.00E+00
955,6040/100&20@1,5,1.00E-13,1.00E-12,100,20,0.4,0.6,0.3277,0.6723,0.35,-3.16E-08,-4.42E-09,35.0015583,8,0.0015583,1.00E+01
913,6040/10&10@8,5,1.00E-13,1.00E-12,10,10,0.4,0.6,0.349425,0.650575,0.35,-3.17E-08,-4.44E-09,35.0015737,8,0.0015737,1.00E+01
859,5050/50&10@3,5,1.00E-13,1.00E-12,50,10,0.5,0.5,0.4526,0.5474,0.35,-3.16E-08,-4.42E-09,35.0015702,8,0.0015702,1.00E+01
1315,8020/50&1@1,5,1.00E-13,1.00E-12,50,1,0.2,0.8,0.20015,0.79985,0.35,-3.18E-08,-4.45E-09,35.0015627,8,0.0015627,1.00E+01
1921,80%20%/100&100@4,5,1.00E-13,1.00E-13,100,100,0.2,0.8,0.013975,0.986025,0.35,-5.54E-09,-7.76E-10,35.0002578,8,0.0002578,1.00E+00
1707,60%40%/50&1@1,5,1.00E-13,1.00E-13,50,1,0.4,0.6,0.4148,0.5852,0.35,-3.16E-08,-4.42E-09,35.0015631,8,0.0015631,1.00E+00
127,50%50%/50&1@7,5,1.00E-12,1.00E-13,50,1,0.5,0.5,0.48055,0.51945,0.35,-3.18E-08,-4.45E-09,35.0015651,8,0.0015651,1.00E-01
284,6040/50&20@4,5,1.00E-12,1.00E-13,50,20,0.4,0.6,0.34315,0.65685,0.35,-2.95E-08,-4.13E-09,35.0014153,8,0.0014153,1.00E-01
2483,73/50&50@3,5,1.00E-12,1.00E-13,50,50,0.3,0.7,0.21955,0.78045,0.35,-2.73E-08,-3.82E-09,35.0014385,4,0.0014385,1.00E-01
978,6040/20&10@3,5,1.00E-13,1.00E-12,20,10,0.4,0.6,0.416225,0.583775,0.35,-3.18E-08,-4.45E-09,35.00157,8,0.00157,1.00E+01
623,9010/10&1@3,5,1.00E-12,1.00E-13,10,1,0.1,0.9,0.110575,0.889425,0.35,-3.08E-08,-4.31E-09,35.001443,8,0.001443,1.00E-01
2977,5050same/20&1@2,5,1.00E-13,1.00E-13,20,1,0.5,0.5,0.508275,0.491725,0.35,-3.42E-08,-4.78E-09,35.0017439,6,0.0017439,1.00E+00
688,9010/20&10@8,5,1.00E-12,1.00E-13,20,10,0.1,0.9,0.100525,0.899475,0.35,-2.27E-08,-3.18E-09,35.0010725,8,0.0010725,1.00E-01
2221,5050mg/100&20@5,5,1.00E-13,1.00E-12,100,20,0.5,0.5,0.55475,0.44525,0.35,-4.09E-08,-5.73E-09,35.0021797,4,0.0021797,1.00E+01
1366,9010/100&20@1,5,1.00E-13,1.00E-12,100,20,0.1,0.9,0.061125,0.938875,0.35,-2.47E-08,-3.46E-09,35.0011187,8,0.0011187,1.00E+01
3445,91/50&1@5,5,1.00E-12,1.00E-13,50,1,0.1,0.9,0.0969,0.9031,0.35,-2.49E-08,-3.49E-09,35.0012733,6,0.0012733,1.00E-01
995,6040/20&20@1,5,1.00E-13,1.00E-12,20,20,0.4,0.6,0.440525,0.559475,0.35,-3.17E-08,-4.44E-09,35.0015667,8,0.0015667,1.00E+01
2438,73/100&1@2,5,1.00E-12,1.00E-13,100,1,0.3,0.7,0.291925,0.708075,0.35,-4.04E-08,-5.66E-09,35.002129,4,0.002129,1.00E-01
2673,90%10% mg/100&50@3,5,1.00E-13,1.00E-12,100,50,0.1,0.9,0.0794,0.9206,0.35,-3.69E-08,-5.17E-09,35.0017125,4,0.0017125,1.00E+01
3457,91same/1&1@2,5,1.00E-13,1.00E-13,1,1,0.1,0.9,0.099125,0.900875,0.35,-4.15E-08,-5.81E-09,35.001736,6,0.001736,1.00E+00
2123,90%10%/20&10@6,5,1.00E-13,1.00E-13,20,10,0.1,0.9,0.0965,0.9035,0.35,-3.39E-08,-4.75E-09,35.0013838,8,0.0013838,1.00E+00
610,9010/10&10@1,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.100575,0.899425,0.35,-2.94E-08,-4.12E-09,35.0013688,8,0.0013688,1.00E-01
458,8020/1&1@8,5,1.00E-12,1.00E-13,1,1,0.2,0.8,0.2003,0.7997,0.35,-3.23E-08,-4.52E-09,35.0015704,8,0.0015704,1.00E-01
2610,73same/20&1@5,5,1.00E-13,1.00E-13,20,1,0.3,0.7,0.285575,0.714425,0.35,-4.26E-08,-5.96E-09,35.0021978,4,0.0021978,1.00E+00
1980,80%20%/20&1@3,5,1.00E-13,1.00E-13,20,1,0.2,0.8,0.202525,0.797475,0.35,-3.19E-08,-4.47E-09,35.0015527,8,0.0015527,1.00E+00
462,8020/10&10@2,5,1.00E-12,1.00E-13,10,10,0.2,0.8,0.2111,0.7889,0.35,-3.17E-08,-4.44E-09,35.0015357,8,0.0015357,1.00E-01
1573,50%50%/50&20@6,5,1.00E-13,1.00E-13,50,20,0.5,0.5,0.525975,0.474025,0.35,-3.19E-08,-4.47E-09,35.0015662,8,0.0015662,1.00E+00
792,5050/100&10@4,5,1.00E-13,1.00E-12,100,10,0.5,0.5,0.486925,0.513075,0.35,-3.16E-08,-4.42E-09,35.0015623,8,0.0015623,1.00E+01
504,8020/100&1@4,5,1.00E-12,1.00E-13,100,1,0.2,0.8,0.210325,0.789675,0.35,-3.00E-08,-4.20E-09,35.0014102,8,0.0014102,1.00E-01
308,7030/1&1@8,5,1.00E-12,1.00E-13,1,1,0.3,0.7,0.297775,0.702225,0.35,-3.21E-08,-4.49E-09,35.0015748,8,0.0015748,1.00E-01
2051,90%10%/10&10@4,5,1.00E-13,1.00E-13,10,10,0.1,0.9,0.10235,0.89765,0.35,-3.16E-08,-4.42E-09,35.0015041,8,0.0015041,1.00E+00
363,7030/100&20@3,5,1.00E-12,1.00E-13,100,20,0.3,0.7,0.264725,0.735275,0.35,-2.27E-08,-3.18E-09,35.0010819,8,0.0010819,1.00E-01
579,8020/50&1@9,5,1.00E-12,1.00E-13,50,1,0.2,0.8,0.1884,0.8116,0.35,-3.07E-08,-4.30E-09,35.0014446,8,0.0014446,1.00E-01
105,50%50%/20&20@5,5,1.00E-12,1.00E-13,20,20,0.5,0.5,0.503075,0.496925,0.35,-3.21E-08,-4.49E-09,35.0015673,8,0.0015673,1.00E-01
2683,90%10% mg/20&1@3,5,1.00E-13,1.00E-12,20,1,0.1,0.9,0.102075,0.897925,0.35,-4.22E-08,-5.91E-09,35.0019756,4,0.0019756,1.00E+01
1132,7030/20&10@7,5,1.00E-13,1.00E-12,20,10,0.3,0.7,0.289225,0.710775,0.35,-3.19E-08,-4.47E-09,35.0015676,8,0.0015676,1.00E+01
507,8020/100&1@7,5,1.00E-12,1.00E-13,100,1,0.2,0.8,0.18315,0.81685,0.35,-2.75E-08,-3.85E-09,35.0013133,8,0.0013133,1.00E-01
1011,6040/50&10@6,5,1.00E-13,1.00E-12,50,10,0.4,0.6,0.334275,0.665725,0.35,-3.16E-08,-4.42E-09,35.0015609,8,0.0015609,1.00E+01
1990,80%20%/20&20@3,5,1.00E-13,1.00E-13,20,20,0.2,0.8,0.2469,0.7531,0.35,-3.43E-08,-4.80E-09,35.0015472,8,0.0015472,1.00E+00
946,6040/100&1@10,5,1.00E-13,1.00E-12,100,1,0.4,0.6,0.359925,0.640075,0.35,-3.16E-08,-4.42E-09,35.0015728,8,0.0015728,1.00E+01
1598,60%40%/10&10@10,5,1.00E-13,1.00E-13,10,10,0.4,0.6,0.397,0.603,0.35,-3.43E-08,-4.80E-09,35.0015725,8,0.0015725,1.00E+00
2342,55/10&10@1,5,1.00E-12,1.00E-13,10,10,0.5,0.5,0.5086,0.4914,0.35,-4.12E-08,-5.77E-09,35.0022136,4,0.0022136,1.00E-01
1816,70%30%/100&50@9,5,1.00E-13,1.00E-13,100,50,0.3,0.7,0.372975,0.627025,0.35,-3.46E-08,-4.84E-09,35.0015015,8,0.0015015,1.00E+00
1336,8020/50&50@10,5,1.00E-13,1.00E-12,50,50,0.2,0.8,0.20635,0.79365,0.35,-3.06E-08,-4.28E-09,35.0014525,8,0.0014525,1.00E+01
2202,5050mg/100&100@1,5,1.00E-13,1.00E-12,100,100,0.5,0.5,0.431425,0.568575,0.35,-4.08E-08,-5.71E-09,35.0021839,4,0.0021839,1.00E+01
2956,5050same/100&1@1,5,1.00E-13,1.00E-13,100,1,0.5,0.5,0.524475,0.475525,0.35,-3.28E-08,-4.59E-09,35.0017348,6,0.0017348,1.00E+00
2355,55/100&100@4,5,1.00E-12,1.00E-13,100,100,0.5,0.5,0.6556,0.3444,0.35,-4.11E-08,-5.75E-09,35.0021963,4,0.0021963,1.00E-01
3213,73mg/50&10@3,5,1.00E-13,1.00E-12,50,10,0.3,0.7,0.294975,0.705025,0.35,-3.19E-08,-4.46E-09,35.0017254,6,0.0017254,1.00E+01
188,6040/100&100@8,5,1.00E-12,1.00E-13,100,100,0.4,0.6,0.32025,0.67975,0.35,-3.18E-08,-4.45E-09,35.0015084,8,0.0015084,1.00E-01
2463,73/20&20@2,5,1.00E-12,1.00E-13,20,20,0.3,0.7,0.29985,0.70015,0.35,-4.12E-08,-5.77E-09,35.0021723,4,0.0021723,1.00E-01
2763,91/20&20@3,5,1.00E-12,1.00E-13,20,20,0.1,0.9,0.11235,0.88765,0.35,-3.57E-08,-5.00E-09,35.0016034,4,0.0016034,1.00E-01
3319,90%10% mg/10&1@4,5,1.00E-13,1.00E-12,10,1,0.1,0.9,0.108925,0.891075,0.35,-3.20E-08,-4.48E-09,35.001733,6,0.001733,1.00E+01
3033,55/100&1@3,5,1.00E-12,1.00E-13,100,1,0.5,0.5,0.48225,0.51775,0.35,-3.20E-08,-4.47E-09,35.0017259,6,0.0017259,1.00E-01
3388,91/10&10@3,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.108375,0.891625,0.35,-2.87E-08,-4.02E-09,35.0015027,6,0.0015027,1.00E-01
3341,90%10% mg/100&50@1,5,1.00E-13,1.00E-12,100,50,0.1,0.9,0.095675,0.904325,0.35,-2.24E-08,-3.13E-09,35.0011253,6,0.0011253,1.00E+01
1731,60%40%/50&50@4,5,1.00E-13,1.00E-13,50,50,0.4,0.6,0.398075,0.601925,0.35,-3.57E-08,-5.00E-09,35.0015383,8,0.0015383,1.00E+00
1698,60%40%/50&10@10,5,1.00E-13,1.00E-13,50,10,0.4,0.6,0.3813,0.6187,0.35,-3.40E-08,-4.76E-09,35.0015445,8,0.0015445,1.00E+00
1703,60%40%/50&10@6,5,1.00E-13,1.00E-13,50,10,0.4,0.6,0.334275,0.665725,0.35,-3.31E-08,-4.63E-09,35.0014927,8,0.0014927,1.00E+00
3360,90%10% mg/20&20@5,5,1.00E-13,1.00E-12,20,20,0.1,0.9,0.086625,0.913375,0.35,-3.18E-08,-4.46E-09,35.0016838,6,0.0016838,1.00E+01
3442,91/50&1@2,5,1.00E-12,1.00E-13,50,1,0.1,0.9,0.09,0.91,0.35,-2.46E-08,-3.44E-09,35.0012733,6,0.0012733,1.00E-01
3519,91same/50&20@4,5,1.00E-13,1.00E-13,50,20,0.1,0.9,0.1313,0.8687,0.35,-2.71E-08,-3.80E-09,35.0013308,6,0.0013308,1.00E+00
2145,90%10%/20&20@8,5,1.00E-13,1.00E-13,20,20,0.1,0.9,0.09945,0.90055,0.35,-3.56E-08,-4.98E-09,35.0014392,8,0.0014392,1.00E+00
2111,90%10%/100&50@4,5,1.00E-13,1.00E-13,100,50,0.1,0.9,0.144475,0.855525,0.35,-2.57E-08,-3.60E-09,35.0010728,8,0.0010728,1.00E+00
862,5050/50&10@6,5,1.00E-13,1.00E-12,50,10,0.5,0.5,0.498,0.502,0.35,-3.16E-08,-4.42E-09,35.0015691,8,0.0015691,1.00E+01
1173,7030/50&1@8,5,1.00E-13,1.00E-12,50,1,0.3,0.7,0.274575,0.725425,0.35,-3.18E-08,-4.45E-09,35.0015715,8,0.0015715,1.00E+01
1340,8020/50&50@5,5,1.00E-13,1.00E-12,50,50,0.2,0.8,0.217675,0.782325,0.35,-3.17E-08,-4.44E-09,35.0015144,8,0.0015144,1.00E+01
3441,91/50&1@1,5,1.00E-12,1.00E-13,50,1,0.1,0.9,0.09835,0.90165,0.35,-2.51E-08,-3.52E-09,35.0012736,6,0.0012736,1.00E-01
1509,50%50%/100&50@2,5,1.00E-13,1.00E-13,100,50,0.5,0.5,0.4554,0.5446,0.35,-3.29E-08,-4.61E-09,35.0015334,8,0.0015334,1.00E+00
3289,73same/50&10@4,5,1.00E-13,1.00E-13,50,10,0.3,0.7,0.368025,0.631975,0.35,-3.43E-08,-4.80E-09,35.001702,6,0.001702,1.00E+00
1115,7030/100&50@1,5,1.00E-13,1.00E-12,100,50,0.3,0.7,0.5114,0.4886,0.35,-3.22E-08,-4.51E-09,35.0015572,8,0.0015572,1.00E+01
353,7030/100&1@3,5,1.00E-12,1.00E-13,100,1,0.3,0.7,0.29935,0.70065,0.35,-3.10E-08,-4.34E-09,35.0015021,8,0.0015021,1.00E-01
1034,6040/50&20@9,5,1.00E-13,1.00E-12,50,20,0.4,0.6,0.391525,0.608475,0.35,-3.17E-08,-4.44E-09,35.0015451,8,0.0015451,1.00E+01
2439,73/100&1@3,5,1.00E-12,1.00E-13,100,1,0.3,0.7,0.29935,0.70065,0.35,-4.06E-08,-5.68E-09,35.0021191,4,0.0021191,1.00E-01
731,9010/50&20@10,5,1.00E-12,1.00E-13,50,20,0.1,0.9,0.103,0.897,0.35,-1.51E-08,-2.11E-09,35.0007045,8,0.0007045,1.00E-01
1445,50%50%/1&1@8,5,1.00E-13,1.00E-13,1,1,0.5,0.5,0.498475,0.501525,0.35,-3.30E-08,-4.62E-09,35.0015786,8,0.0015786,1.00E+00
702,9010/20&20@2,5,1.00E-12,1.00E-13,20,20,0.1,0.9,0.1018,0.8982,0.35,-2.64E-08,-3.70E-09,35.0012207,8,0.0012207,1.00E-01
3399,91/100&100@4,5,1.00E-12,1.00E-13,100,100,0.1,0.9,0.013325,0.986675,0.35,-2.04E-09,-2.86E-10,35.0001038,6,0.0001038,1.00E-01
2779,91/50&20@4,5,1.00E-12,1.00E-13,50,20,0.1,0.9,0.1313,0.8687,0.35,-2.20E-08,-3.08E-09,35.0010067,4,0.0010067,1.00E-01
